pressure_PS1_bar,pressure_PS2_bar,pressure_PS3_bar,pressure_PS4_bar,pressure_PS5_bar,pressure_PS6_bar,motor_power_EPS1_W,flow_FS1_l_min,flow_FS2_l_min,temp_TS1_C,temp_TS2_C,temp_TS3_C,temp_TS4_C,vibration_VS1,efficiency_SE,cooling_eff_CE,cooling_pwr_CP,fault
156.67,5.0,4.88,5.14,4.93,8.37,2112.8,8.41,8.54,35.43,40.1,37.74,29.85,0.516,0.8476,100.41,1.456,0
153.09,4.94,5.03,4.79,5.02,7.39,2104.7,8.65,8.2,34.56,40.04,38.2,29.8,0.4952,0.8684,100.54,1.453,0
156.81,4.82,4.93,4.98,4.97,8.43,2147.2,8.69,8.43,34.81,39.97,38.89,29.93,0.529,0.8545,100.26,1.474,0
155.81,5.01,5.08,4.97,4.96,7.95,2048.4,8.4,8.23,34.95,40.19,37.79,29.74,0.5203,0.8594,98.11,1.476,0
154.86,5.12,4.89,5.03,4.87,8.0,2111.1,8.86,8.62,34.2,39.78,37.66,30.01,0.539,0.8832,101.84,1.482,0
153.13,5.1,4.93,5.06,5.18,8.15,2140.6,8.47,8.34,35.72,39.95,37.7,30.26,0.5157,0.858,101.01,1.504,0
157.49,5.15,5.13,5.14,5.21,8.56,2056.2,8.55,8.43,35.54,40.34,38.13,29.5,0.5081,0.8621,99.29,1.449,0
156.74,5.08,5.08,4.95,4.99,8.27,2199.1,8.85,8.42,35.24,39.51,37.59,30.03,0.527,0.8405,100.81,1.516,0
154.37,5.02,4.76,5.01,5.0,7.99,2149.8,8.75,8.15,35.67,39.32,38.32,29.9,0.5043,0.8792,100.37,1.534,0
153.28,4.86,4.98,5.05,4.86,8.16,2126.2,8.59,8.59,34.9,40.22,38.82,29.4,0.5122,0.8677,102.06,1.484,0
150.62,5.06,4.94,5.08,4.86,7.37,2080.7,8.63,8.69,34.81,40.0,38.17,29.92,0.5419,0.8562,100.23,1.525,1
155.14,4.95,5.05,4.86,5.07,7.55,2030.7,8.87,8.46,35.39,39.97,38.33,29.66,0.5402,0.8494,100.04,1.536,0
155.52,4.97,4.99,4.89,5.06,7.63,2069.6,8.33,8.63,34.89,40.26,37.95,29.86,0.5561,0.8674,98.81,1.514,0
156.33,5.12,5.01,4.95,5.07,8.4,2100.1,8.55,8.64,34.69,39.35,37.95,29.94,0.5001,0.8642,100.92,1.559,0
154.84,5.0,5.06,4.99,4.95,7.96,2123.4,8.24,8.66,34.67,40.26,37.7,29.66,0.4942,0.8569,99.82,1.458,0
155.54,4.87,4.92,5.07,4.97,8.0,2174.4,8.52,8.4,34.6,40.65,37.7,30.0,0.5143,0.843,98.49,1.559,0
152.55,5.01,5.03,5.06,5.0,8.24,2080.3,8.82,8.41,34.99,40.5,38.09,30.07,0.4947,0.8697,100.17,1.523,0
152.84,4.89,5.18,4.99,5.1,7.65,2081.3,8.31,8.28,34.2,39.92,38.08,30.23,0.5141,0.8777,101.81,1.548,0
156.4,4.82,5.12,5.05,4.93,8.44,2171.2,8.78,8.15,34.14,39.9,36.68,30.3,0.532,0.8497,102.34,1.506,0
158.15,5.02,5.07,4.91,5.1,7.65,2104.4,8.58,8.42,34.52,39.54,37.91,29.65,0.5341,0.8597,99.84,1.574,0
154.25,5.09,5.11,5.0,4.89,7.81,2144.4,8.42,8.16,33.98,40.07,37.93,29.91,0.5272,0.8456,98.37,1.455,0
157.03,4.93,5.07,4.97,5.14,7.96,2061.3,8.99,8.63,35.3,39.81,37.59,30.15,0.5398,0.8498,100.51,1.549,0
153.01,4.93,4.94,5.02,4.96,7.85,2098.7,8.62,8.84,34.29,40.82,37.48,30.01,0.4623,0.872,99.53,1.5,0
157.0,4.91,4.94,4.98,5.12,7.97,2077.2,8.78,8.69,34.71,39.49,38.84,29.39,0.5031,0.8594,100.66,1.559,0
156.69,5.03,5.08,5.17,5.11,7.82,2077.2,8.4,8.6,35.73,39.8,38.95,30.57,0.5618,0.8729,99.44,1.527,0
151.04,5.12,5.13,4.9,4.83,8.22,2072.1,8.57,8.53,34.85,40.77,38.07,29.77,0.5137,0.8443,100.07,1.512,0
154.58,5.04,4.96,5.05,4.86,7.64,2094.6,8.26,8.61,35.08,39.39,38.84,30.03,0.5432,0.8548,100.62,1.502,0
151.39,4.98,5.09,4.98,4.98,8.4,2070.1,8.64,8.69,34.74,40.38,38.44,29.86,0.5188,0.8786,98.82,1.523,0
151.38,5.16,5.17,4.97,5.12,7.82,2026.4,8.54,8.43,35.53,39.99,38.47,29.87,0.5445,0.8687,99.72,1.469,0
150.1,5.03,4.79,4.96,5.09,8.09,2069.7,8.71,8.61,34.68,39.6,38.03,30.26,0.4968,0.8447,101.83,1.564,1
154.44,5.14,4.98,5.16,4.84,7.78,2084.2,8.51,8.44,35.06,39.5,38.04,29.91,0.4724,0.8491,101.19,1.477,0
154.52,4.94,4.93,5.04,4.85,8.26,2158.4,8.38,8.43,34.61,40.23,38.32,29.73,0.5199,0.8565,98.54,1.544,0
151.98,5.0,5.02,5.02,4.95,7.5,2179.4,8.36,8.39,35.22,40.45,37.95,30.13,0.5098,0.8743,99.46,1.523,0
153.92,4.89,4.89,5.02,5.01,7.93,2184.7,8.49,8.12,34.3,39.29,38.16,30.61,0.5391,0.8642,99.71,1.482,0
154.98,4.99,4.98,4.91,5.09,8.06,2033.0,8.27,8.13,35.16,39.92,37.45,30.01,0.5298,0.8773,100.37,1.623,0
156.16,5.15,5.07,4.9,4.96,7.92,2144.1,8.65,8.27,35.78,40.03,38.42,30.12,0.5314,0.8621,99.34,1.545,0
154.52,4.94,5.07,4.96,5.06,7.89,2132.5,8.83,9.1,34.87,40.41,38.25,29.47,0.5222,0.8667,100.29,1.502,0
156.12,4.94,4.95,5.03,4.86,8.24,2158.0,8.57,8.3,35.53,39.76,38.27,29.65,0.4885,0.8587,100.03,1.579,0
154.81,4.94,5.11,5.11,4.99,7.76,2127.0,8.4,8.72,34.67,40.16,37.89,29.82,0.5003,0.8374,101.85,1.448,0
152.16,5.05,4.99,5.15,4.84,7.9,2134.4,8.06,8.63,35.38,40.25,38.14,30.12,0.5311,0.8672,100.41,1.538,0
156.18,5.03,4.91,5.09,4.89,7.31,2118.9,8.21,8.37,34.79,39.35,38.2,30.54,0.5268,0.8589,100.78,1.53,0
156.61,5.07,4.89,5.11,4.95,7.82,2089.9,8.42,8.54,34.82,39.62,38.3,30.14,0.4899,0.8628,99.67,1.477,0
154.86,4.88,5.03,5.1,5.01,8.17,2051.9,8.1,8.37,34.79,40.06,38.38,30.05,0.5044,0.8651,100.36,1.591,0
156.65,5.07,5.2,5.03,4.95,7.8,2116.4,8.37,8.57,35.36,40.56,38.25,30.24,0.512,0.855,100.62,1.485,0
160.5,5.0,4.92,5.02,5.0,7.98,2125.3,8.64,8.33,35.64,39.84,37.47,30.63,0.5362,0.8375,101.19,1.498,0
156.55,5.06,4.81,4.94,4.97,8.29,2080.2,9.0,8.53,33.53,39.99,38.37,30.29,0.5074,0.8578,100.0,1.575,0
155.68,5.03,4.91,4.94,4.94,8.55,2022.6,8.33,8.35,34.67,40.12,38.61,29.45,0.5192,0.8673,97.57,1.588,0
157.79,5.06,5.15,5.04,4.84,8.23,2012.9,8.54,8.67,34.89,39.84,37.6,29.66,0.52,0.8415,100.62,1.551,0
156.53,5.16,5.11,4.89,4.83,7.37,2124.3,7.97,8.5,34.81,40.58,37.69,29.96,0.5203,0.8582,100.21,1.561,1
156.92,5.01,5.1,4.91,4.82,7.77,2078.9,8.7,8.53,35.3,39.6,38.03,29.99,0.5346,0.851,99.78,1.455,0
158.29,4.92,4.97,4.93,5.04,8.13,2128.7,8.27,8.52,34.36,39.67,38.02,30.3,0.5081,0.8721,101.22,1.505,0
156.95,4.7,5.11,5.08,5.08,8.1,2115.9,8.44,8.89,35.47,39.87,37.38,30.02,0.5004,0.8557,99.18,1.464,0
150.37,4.85,4.83,4.74,5.04,8.38,2106.5,8.13,8.67,35.13,39.51,38.02,30.21,0.5525,0.8565,99.93,1.499,1
155.97,4.93,5.11,5.03,4.86,7.33,2106.4,8.55,8.36,35.6,39.72,37.3,30.49,0.5299,0.8734,100.34,1.475,0
153.22,4.91,4.95,5.02,4.87,7.76,2177.8,8.7,8.68,35.45,39.37,37.66,30.01,0.5331,0.8602,99.77,1.428,0
153.69,4.99,4.97,5.1,5.04,8.0,1998.9,8.37,8.36,34.64,39.58,37.88,29.86,0.5384,0.8759,99.23,1.464,0
155.67,4.99,4.84,5.28,5.28,7.5,2081.0,8.02,8.47,36.07,39.67,38.42,30.1,0.5126,0.8608,98.74,1.462,0
155.17,4.98,5.22,4.95,5.01,8.03,2061.5,8.34,8.14,35.14,39.86,37.98,29.77,0.5393,0.8512,97.73,1.488,0
155.29,5.11,4.81,4.91,5.03,7.8,2000.9,8.47,8.41,35.7,39.3,38.33,29.91,0.4972,0.8658,99.26,1.534,0
152.42,5.0,4.82,4.93,5.04,8.46,2060.6,8.3,8.45,34.78,40.15,38.22,29.91,0.5406,0.8574,100.62,1.47,0
155.66,5.23,4.94,5.24,5.0,8.57,2102.0,8.16,8.64,34.8,39.57,38.06,30.13,0.5131,0.8604,100.31,1.493,0
153.61,5.01,4.84,5.18,5.05,8.08,2136.6,8.64,8.55,35.24,39.64,38.18,29.54,0.514,0.8582,100.14,1.557,0
157.04,4.9,5.0,4.94,4.92,7.9,2099.4,8.85,8.25,35.26,40.65,38.59,30.29,0.5157,0.8877,99.58,1.578,0
155.84,5.06,5.21,4.92,5.06,8.25,2164.2,8.57,8.33,34.49,40.86,38.02,30.45,0.5034,0.8478,100.74,1.444,0
157.64,4.91,4.9,5.03,5.03,8.36,2149.4,8.53,8.22,35.16,39.87,37.65,29.94,0.5255,0.8557,100.88,1.532,0
152.07,5.06,5.12,5.28,5.01,7.65,2094.9,8.81,8.47,34.11,39.28,37.71,30.53,0.5244,0.8721,98.44,1.4,0
153.67,4.96,5.15,5.16,4.82,7.85,2052.4,8.68,8.63,35.09,40.39,38.17,29.71,0.5431,0.8623,98.82,1.497,0
155.46,4.97,5.11,4.97,5.09,8.19,2171.1,8.72,8.41,35.76,40.25,38.27,29.82,0.503,0.8938,101.4,1.508,0
156.45,5.06,4.94,4.87,4.95,7.84,2115.0,8.45,8.79,34.89,39.92,37.48,30.16,0.5556,0.8628,100.04,1.543,0
153.51,4.81,4.97,4.96,4.98,8.11,2110.3,8.73,8.49,35.94,39.89,37.63,29.83,0.5182,0.8657,99.96,1.465,0
151.2,5.16,4.97,5.05,4.98,7.86,2123.3,8.51,8.39,35.78,40.08,38.26,29.79,0.5443,0.8721,99.26,1.463,0
153.55,4.86,5.02,5.02,4.83,8.18,2097.5,8.45,8.77,35.46,39.91,38.2,30.34,0.5112,0.8452,102.04,1.536,0
156.92,4.97,4.98,5.17,5.09,8.05,2128.5,8.44,8.77,35.03,39.58,37.44,30.23,0.5191,0.8515,102.55,1.468,0
157.06,4.9,4.97,5.01,4.97,7.97,2103.2,8.28,8.51,35.29,41.09,38.36,29.75,0.4847,0.8505,100.45,1.503,0
155.84,5.05,4.9,4.93,5.01,7.61,2142.8,8.63,8.63,34.6,40.62,38.97,29.62,0.5279,0.8457,99.11,1.494,0
155.5,5.06,4.91,5.11,4.87,8.25,2145.1,8.41,8.41,35.49,40.44,38.37,30.24,0.5082,0.8601,101.02,1.558,0
157.13,4.87,5.04,4.9,4.81,7.05,2212.8,8.67,8.39,35.69,40.12,38.09,30.26,0.503,0.8731,98.85,1.527,0
154.7,4.92,5.0,4.93,4.9,8.59,2050.8,8.65,8.55,34.35,40.33,38.41,29.77,0.5238,0.8544,100.99,1.547,0
156.24,4.82,4.86,5.11,5.09,7.92,2121.9,8.76,8.65,34.6,39.49,37.93,30.3,0.541,0.8778,101.71,1.457,0
152.18,5.12,5.03,5.03,5.06,8.06,2117.8,8.42,8.71,35.92,39.96,38.08,30.66,0.5369,0.8644,99.86,1.522,0
155.61,4.93,4.89,5.22,5.04,7.5,2055.4,8.84,8.52,36.0,39.91,38.04,30.04,0.5273,0.8678,98.81,1.595,0
154.37,5.13,5.12,4.96,4.83,8.31,2110.4,8.41,8.4,35.07,40.09,38.33,30.14,0.5251,0.8556,99.5,1.488,0
155.36,4.94,5.04,4.98,5.1,8.69,2025.6,8.83,8.6,34.23,38.65,37.22,30.0,0.5171,0.8603,100.05,1.48,0
157.5,5.03,4.85,4.91,4.85,8.08,2019.7,8.45,8.21,34.42,39.96,37.54,30.03,0.5041,0.8516,100.91,1.501,0
154.61,4.92,4.97,5.03,5.04,8.33,2093.3,8.3,8.23,35.54,39.7,37.67,29.95,0.4953,0.8696,99.54,1.458,0
154.83,4.88,5.02,5.06,4.93,7.47,2096.9,8.99,8.23,34.81,39.65,37.76,30.24,0.5304,0.877,100.24,1.532,0
159.31,5.11,4.87,5.14,5.01,8.47,2086.7,8.52,8.56,34.86,38.94,38.07,30.33,0.5186,0.8539,99.71,1.511,0
153.18,5.13,4.96,4.88,5.01,7.72,2116.0,8.83,8.49,34.61,40.13,37.63,29.74,0.5616,0.8616,100.95,1.512,0
155.96,4.9,4.86,5.1,4.99,7.72,2187.7,8.78,8.61,34.14,39.55,38.02,30.53,0.5542,0.8523,100.0,1.552,0
152.61,5.13,4.82,4.97,5.17,7.85,2130.7,8.77,8.63,35.22,39.96,38.64,29.64,0.5191,0.858,100.59,1.583,0
156.5,5.17,5.12,4.86,4.97,7.71,2099.2,8.34,8.74,34.21,39.88,38.23,30.13,0.4847,0.8649,100.37,1.391,0
154.59,4.87,5.07,5.14,4.79,8.12,2017.6,8.73,8.61,34.4,40.16,38.41,29.44,0.5273,0.8678,101.14,1.468,0
155.57,4.84,4.96,5.04,4.91,8.18,2107.9,8.61,8.68,35.85,40.18,37.91,30.25,0.5032,0.8304,101.55,1.53,0
153.32,5.02,5.02,5.16,4.89,8.03,2103.3,8.45,8.17,35.69,40.7,38.27,30.42,0.5137,0.8621,99.4,1.546,0
156.14,4.8,4.95,4.84,4.9,8.42,2089.6,8.89,8.39,34.81,40.11,37.42,30.41,0.54,0.8463,97.91,1.524,0
155.72,5.02,4.97,4.96,4.79,7.58,2083.2,8.88,8.75,34.01,40.29,38.51,29.8,0.5205,0.8814,99.8,1.537,0
151.54,4.88,5.03,4.97,4.87,8.2,2037.8,8.35,8.58,34.65,40.41,37.83,29.79,0.5376,0.8533,100.82,1.482,0
155.39,4.98,4.98,4.9,4.95,7.9,2083.8,8.43,8.57,34.65,40.75,37.44,30.28,0.5406,0.8517,101.35,1.475,0
157.78,5.07,4.96,5.1,4.9,7.86,2124.8,8.99,8.54,35.36,40.21,38.12,30.41,0.5293,0.8619,101.05,1.442,0
157.31,4.92,5.05,5.1,4.96,8.06,2133.4,8.68,8.5,35.36,39.81,38.22,30.15,0.5571,0.8818,100.16,1.492,0
158.0,4.89,5.05,4.86,4.98,7.72,2045.4,8.73,8.67,34.76,40.78,37.82,29.84,0.5196,0.8569,100.23,1.473,0
155.3,5.12,5.08,5.04,4.99,7.97,2140.3,7.91,8.7,34.36,40.29,37.25,30.11,0.5111,0.8557,101.46,1.505,1
154.47,4.93,4.91,5.21,5.02,7.93,2085.2,8.23,8.45,36.52,40.92,37.67,29.85,0.5309,0.8504,100.11,1.373,0
154.5,4.88,5.12,5.26,4.99,8.36,2077.4,8.49,8.44,34.61,40.0,37.61,30.44,0.4769,0.8562,100.64,1.47,0
156.01,4.91,5.14,4.89,5.06,7.77,2017.8,8.69,8.43,35.06,39.42,38.52,29.79,0.499,0.8616,100.35,1.593,0
156.26,4.9,4.86,5.17,5.05,7.95,2151.4,8.25,8.68,34.75,39.81,38.45,29.93,0.5278,0.8604,98.6,1.479,0
151.44,4.91,5.08,5.0,4.85,8.04,2110.8,8.56,8.62,34.26,40.07,38.37,29.89,0.5218,0.8534,99.18,1.476,0
151.2,4.9,4.83,4.91,5.08,8.24,2123.6,8.62,8.22,34.8,39.68,38.3,30.3,0.4855,0.8456,100.98,1.504,0
157.14,4.95,5.11,5.13,5.17,7.38,2100.3,8.62,8.55,34.95,40.78,37.54,30.01,0.5226,0.8699,100.17,1.47,0
156.32,5.09,5.14,5.0,4.97,7.72,2048.3,8.37,8.69,35.62,40.16,38.86,29.81,0.5223,0.8656,99.41,1.53,0
157.01,5.21,5.02,5.13,5.05,7.4,2123.7,8.63,8.64,35.18,40.93,38.31,29.8,0.5474,0.854,101.31,1.575,0
151.29,4.88,5.08,4.83,4.89,7.97,2161.4,8.67,8.42,34.24,39.73,37.56,30.27,0.489,0.8679,100.36,1.558,0
158.96,5.09,5.08,4.89,4.95,8.42,2148.2,8.59,8.26,35.54,40.02,38.18,29.64,0.5227,0.8637,99.63,1.541,0
154.4,5.01,4.88,5.2,4.98,8.25,2070.4,8.47,8.42,35.1,40.05,38.56,30.01,0.5164,0.8654,99.77,1.635,0
154.75,5.08,5.13,5.01,5.12,7.95,2014.9,8.72,8.79,35.38,39.71,38.12,30.06,0.4947,0.8481,100.45,1.465,0
152.17,4.98,5.04,5.11,5.09,7.54,2139.5,8.52,8.8,33.97,39.74,38.37,29.65,0.5395,0.8597,98.83,1.494,0
150.55,5.08,5.07,5.14,5.04,7.91,2004.4,8.39,8.54,34.1,39.68,38.19,30.79,0.5109,0.8621,100.22,1.542,1
155.24,5.05,5.12,5.17,5.06,7.97,2155.8,8.48,8.14,34.5,40.86,38.81,29.56,0.5103,0.8727,99.38,1.563,0
152.64,5.12,4.84,5.13,5.04,8.03,2126.9,8.64,8.65,34.38,39.47,37.96,30.23,0.5334,0.8679,100.56,1.512,0
156.46,4.98,4.99,5.22,5.05,7.95,1997.6,8.83,8.4,34.6,40.07,38.08,29.32,0.5086,0.8615,99.1,1.46,0
157.49,4.96,4.9,4.96,5.03,7.77,2077.9,8.44,8.39,34.55,41.11,38.93,29.82,0.5111,0.8583,98.86,1.541,0
152.98,5.11,4.87,5.02,5.04,8.56,2011.3,8.47,8.29,34.76,40.22,38.05,30.68,0.5245,0.8459,99.29,1.506,0
155.63,4.94,5.08,4.86,5.01,7.93,2042.6,8.67,8.5,34.61,39.73,38.13,30.18,0.5248,0.8695,99.56,1.548,0
152.56,4.89,5.1,5.15,5.04,8.19,2104.1,8.47,8.32,34.66,39.64,37.73,30.07,0.5064,0.847,100.05,1.51,0
155.57,4.92,4.9,5.02,4.99,7.73,2122.9,8.73,8.19,35.21,40.5,37.85,30.15,0.5169,0.8651,102.81,1.498,0
156.9,5.07,4.91,5.05,5.16,7.83,2119.5,8.7,8.25,35.2,39.64,36.83,29.79,0.5048,0.8552,98.66,1.482,0
155.9,5.13,5.02,4.92,4.83,8.41,2136.1,8.36,8.19,34.98,40.11,38.51,29.73,0.5406,0.8607,98.8,1.398,0
152.94,5.11,4.99,5.02,5.01,8.25,2103.1,8.31,8.64,34.2,41.06,38.41,30.08,0.5123,0.8546,101.0,1.498,0
154.98,4.95,5.06,4.99,4.98,8.27,2179.8,8.44,8.62,34.75,40.08,37.41,30.23,0.5206,0.86,100.34,1.458,0
156.24,4.93,4.99,5.18,5.11,7.92,2040.1,8.3,8.62,34.19,40.23,37.56,30.02,0.4958,0.8511,100.99,1.434,0
156.63,5.04,4.78,5.03,4.98,8.18,2038.3,8.37,8.64,35.5,39.95,38.33,30.09,0.5202,0.8544,99.93,1.474,0
155.94,5.02,4.83,5.02,4.91,8.11,2117.5,8.48,8.46,34.62,38.86,38.28,29.62,0.5061,0.8583,99.88,1.477,0
153.14,5.07,4.9,5.03,5.06,7.95,2067.5,8.37,8.74,35.3,39.97,37.81,30.22,0.5014,0.873,99.65,1.542,0
153.99,5.0,5.28,4.94,4.92,7.98,1981.5,8.45,8.79,33.85,39.8,37.25,29.53,0.5216,0.8544,98.63,1.491,0
156.96,4.94,4.97,4.82,4.92,7.7,2065.7,8.48,8.2,35.14,40.42,38.39,29.71,0.5188,0.8727,100.93,1.435,0
154.94,5.14,4.91,5.14,4.96,8.13,2060.7,8.4,8.03,34.74,40.27,38.16,29.85,0.4944,0.8593,99.59,1.524,0
151.96,4.82,5.16,4.96,5.16,7.75,2107.5,8.37,8.45,34.51,39.88,38.2,30.17,0.5461,0.8698,99.47,1.418,0
153.25,5.0,4.91,5.19,4.81,7.53,2042.9,8.48,8.54,34.43,39.47,37.75,29.46,0.4935,0.8567,98.89,1.562,0
155.0,5.11,5.01,5.06,4.88,7.94,2116.4,8.35,8.18,34.75,39.94,37.92,30.37,0.5403,0.8534,100.6,1.652,0
153.54,5.05,4.85,5.04,4.98,8.27,2150.9,8.48,8.57,34.94,40.47,37.71,29.97,0.498,0.8648,99.27,1.427,0
160.11,5.07,4.96,4.94,5.02,8.24,2009.2,8.54,8.69,35.62,40.74,38.23,29.6,0.5277,0.8608,99.26,1.505,0
155.37,4.99,4.79,5.01,5.18,8.23,2103.3,8.34,8.47,34.45,39.38,38.4,29.92,0.505,0.8653,101.59,1.552,0
156.32,4.87,5.01,5.04,4.97,7.58,2113.2,8.6,8.42,34.45,40.44,39.13,29.43,0.5084,0.8545,99.68,1.487,0
153.54,5.03,4.98,5.0,5.17,7.93,2114.4,8.85,8.19,34.78,40.73,38.38,30.14,0.543,0.8737,99.42,1.445,0
155.42,5.08,5.0,5.05,5.07,8.3,2142.8,8.71,8.39,35.06,39.87,37.57,29.93,0.5366,0.8476,99.02,1.538,0
154.0,4.89,4.77,5.24,5.07,8.42,2167.2,8.63,8.19,35.59,40.63,38.04,29.51,0.532,0.8514,100.27,1.402,0
155.31,5.04,5.0,4.85,4.94,8.26,2103.2,7.87,8.24,35.02,39.89,37.52,29.93,0.5067,0.857,98.97,1.51,1
156.08,4.84,5.06,4.92,5.1,7.91,2015.9,8.47,8.33,34.89,39.63,38.23,29.61,0.5235,0.8585,98.11,1.419,0
153.29,5.01,5.03,4.91,5.04,7.57,2145.1,8.45,8.51,34.66,40.17,37.91,29.93,0.5622,0.8566,99.39,1.448,0
153.96,5.12,5.04,5.05,4.87,8.17,2119.5,8.56,8.25,34.66,39.35,38.09,30.19,0.5188,0.8526,100.8,1.522,0
156.92,4.97,4.94,4.98,4.89,8.39,2053.4,8.84,8.34,35.16,39.0,37.66,30.28,0.5591,0.8455,99.83,1.456,0
156.42,4.91,5.0,5.0,5.05,7.97,2126.1,8.35,8.0,34.66,39.83,37.95,30.15,0.5357,0.8564,99.82,1.488,0
154.95,5.28,5.04,5.27,4.91,8.43,2084.3,8.3,8.48,34.86,40.12,37.8,30.09,0.5485,0.8757,99.49,1.486,0
155.55,4.9,5.04,4.95,5.22,8.04,2096.5,8.34,8.42,34.84,40.26,38.07,29.65,0.5157,0.8739,99.78,1.564,0
153.78,4.99,4.81,5.06,4.99,7.79,2045.8,8.52,8.48,34.88,40.74,37.97,30.74,0.4981,0.8439,100.47,1.458,0
156.06,4.85,4.89,4.88,4.99,7.71,2165.0,8.81,8.45,35.42,40.35,37.84,30.21,0.5258,0.8555,99.16,1.558,0
152.73,5.02,4.98,4.93,5.11,7.7,2099.1,8.77,8.46,35.03,40.1,37.95,29.75,0.474,0.8561,98.5,1.588,0
157.84,5.19,5.17,5.09,4.97,8.27,2140.2,8.58,8.29,34.37,39.99,38.31,29.81,0.5423,0.8549,99.53,1.473,0
154.76,5.07,4.95,4.83,5.13,7.94,2101.7,8.33,8.76,35.07,40.22,38.46,30.24,0.4691,0.8783,100.11,1.512,0
153.33,5.16,4.92,5.11,4.96,8.01,2108.7,8.64,8.08,35.9,39.87,38.53,30.37,0.5519,0.8621,98.88,1.521,0
155.59,5.1,4.97,5.18,5.07,7.91,2077.8,8.4,8.52,34.57,40.77,38.21,29.79,0.5291,0.869,100.38,1.534,0
155.31,4.86,5.03,5.04,5.09,8.64,2092.5,8.74,8.52,35.22,40.1,37.52,30.13,0.5323,0.8667,101.13,1.516,0
153.92,4.94,4.99,4.98,4.97,8.18,2114.0,8.1,8.64,35.81,39.4,37.53,30.18,0.5216,0.8559,100.24,1.551,0
158.24,4.92,4.88,4.94,4.96,7.4,2079.8,8.73,8.73,34.96,40.17,38.57,30.02,0.5119,0.871,100.56,1.514,0
156.82,4.93,4.91,5.08,4.9,7.36,2151.7,8.49,8.44,35.19,38.93,37.85,30.23,0.5206,0.8604,99.91,1.543,0
153.82,5.13,4.78,4.98,5.1,8.11,2124.7,8.42,8.44,35.44,40.15,38.31,29.68,0.5338,0.8587,100.79,1.425,0
153.94,5.05,4.91,4.94,5.03,7.71,2022.0,8.4,8.84,34.29,39.56,37.5,29.2,0.5154,0.8589,100.94,1.478,0
154.3,4.8,4.93,4.99,4.98,7.79,2005.4,8.24,8.43,35.71,39.76,37.72,29.7,0.5288,0.8556,100.06,1.447,0
153.45,4.98,4.98,4.92,5.21,8.29,2123.7,8.35,8.56,35.03,39.73,37.27,30.06,0.5302,0.8539,100.12,1.493,0
159.88,4.89,5.03,4.96,5.03,7.94,2149.1,8.5,8.63,35.41,40.11,37.57,30.19,0.5232,0.8434,100.18,1.453,0
155.81,4.93,5.09,5.04,5.17,7.66,2104.4,8.54,8.59,34.79,39.34,38.87,29.77,0.5617,0.8555,99.53,1.559,0
154.54,5.05,4.99,5.2,4.97,8.28,2106.7,8.47,8.68,34.61,39.8,38.1,30.21,0.5535,0.8459,100.02,1.43,0
156.09,4.86,4.95,5.06,5.01,8.21,2075.2,8.43,8.52,35.59,40.49,37.51,29.56,0.5336,0.8633,100.3,1.543,0
157.21,5.19,4.99,4.88,5.02,7.62,2102.6,8.67,8.51,34.94,39.99,38.0,30.45,0.5533,0.8771,101.71,1.493,0
155.48,4.89,5.03,4.84,4.85,8.0,2104.7,8.88,8.49,34.43,40.21,38.85,30.45,0.5245,0.8654,100.67,1.434,0
157.99,5.0,4.9,4.94,4.97,8.03,2074.5,8.65,8.26,35.33,40.96,37.99,30.07,0.5624,0.859,100.34,1.535,0
155.01,4.94,4.98,5.02,4.97,8.06,2035.8,8.56,8.74,34.57,39.69,37.92,30.24,0.5455,0.8677,100.28,1.397,0
154.32,5.07,5.07,5.1,5.12,8.15,2025.4,8.41,8.29,35.3,39.54,37.74,30.45,0.529,0.8619,98.13,1.404,0
154.42,4.92,5.11,4.89,4.97,7.82,2161.7,8.32,8.83,34.67,40.1,37.89,29.97,0.5616,0.8445,99.15,1.525,0
156.6,5.1,5.18,4.96,4.92,7.68,2046.3,8.04,8.26,34.35,39.72,37.88,30.37,0.4909,0.865,100.4,1.468,0
154.84,5.13,5.13,4.93,4.97,8.07,2090.0,8.55,8.47,34.8,40.24,38.48,30.52,0.5434,0.8568,101.75,1.507,0
156.36,5.01,5.0,5.0,5.06,7.72,2117.8,8.6,8.34,34.81,39.6,37.99,30.19,0.5024,0.8417,98.75,1.543,0
157.53,5.0,5.06,5.08,4.94,7.63,2079.8,8.3,8.44,35.35,40.28,37.89,29.67,0.5078,0.8484,101.64,1.498,0
156.13,4.85,4.85,4.92,5.01,7.95,2082.8,8.44,8.48,34.56,39.82,38.51,30.67,0.5224,0.8477,99.17,1.467,0
154.06,4.93,5.05,4.96,5.05,7.97,2130.6,8.57,8.48,35.17,39.65,38.01,30.01,0.553,0.8763,100.65,1.525,0
156.14,5.18,4.91,4.94,4.99,7.75,2086.9,8.21,8.42,35.36,40.75,38.1,29.73,0.5493,0.8534,100.26,1.514,0
154.39,5.05,5.1,5.0,5.01,8.19,2101.7,8.64,8.28,34.67,39.76,37.77,30.05,0.5101,0.8561,101.85,1.524,0
156.69,5.03,4.93,5.21,5.1,7.82,2075.0,8.25,8.71,34.92,39.4,37.92,30.24,0.5507,0.8668,99.57,1.476,0
155.31,4.95,5.14,5.04,4.96,7.9,2076.5,8.38,8.37,35.22,40.88,37.96,29.81,0.5346,0.8829,101.86,1.572,0
